ID,experience,Q1,Q2,Q3,Q4,Q5,age,gender,region,familyhouse
25,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,22,1 : 男性,5 : 近畿地方,0
26,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,21,1 : 男性,3 : 関東地方,1
27,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,1 : きのこの山を買う,22,1 : 男性,3 : 関東地方,1
28,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,22,2 : 女性,3 : 関東地方,1
29,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,22,1 : 男性,3 : 関東地方,1
30,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,21,2 : 女性,3 : 関東地方,1
31,3 : １年以上前,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,21,2 : 女性,3 : 関東地方,1
32,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,21,2 : 女性,3 : 関東地方,1
33,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,21,1 : 男性,6 : 中国地方,1
34,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,21,1 : 男性,3 : 関東地方,1
35,3 : １年以上前,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
36,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,1
37,1 : 過去半年以内,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,20,2 : 女性,4 : 中部地方,0
38,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,22,1 : 男性,9 : 海外,0
39,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,21,1 : 男性,3 : 関東地方,0
40,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,21,1 : 男性,3 : 関東地方,1
41,1 : 過去半年以内,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,20,2 : 女性,6 : 中国地方,1
42,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,3 : 関東地方,1
43,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,21,1 : 男性,3 : 関東地方,1
44,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,20,1 : 男性,5 : 近畿地方,0
45,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,1
46,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,21,1 : 男性,3 : 関東地方,1
47,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,21,1 : 男性,3 : 関東地方,1
48,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,21,2 : 女性,3 : 関東地方,1
49,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,3 : 関東地方,0
50,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,21,2 : 女性,3 : 関東地方,1
51,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,21,1 : 男性,3 : 関東地方,1
52,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
53,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
54,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,21,1 : 男性,5 : 近畿地方,0
55,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,1 : きのこの山を買う,21,2 : 女性,3 : 関東地方,1
56,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,21,1 : 男性,5 : 近畿地方,0
57,3 : １年以上前,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,20,1 : 男性,3 : 関東地方,1
58,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
59,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,21,2 : 女性,3 : 関東地方,1
60,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,21,1 : 男性,3 : 関東地方,1
61,1 : 過去半年以内,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,9 : 海外,1
62,3 : １年以上前,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,21,1 : 男性,3 : 関東地方,1
63,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,21,1 : 男性,3 : 関東地方,1
64,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,21,1 : 男性,3 : 関東地方,1
65,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
66,4 : 食べたことがない,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,21,1 : 男性,3 : 関東地方,1
67,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,1 : きのこの山を買う,20,1 : 男性,4 : 中部地方,0
68,3 : １年以上前,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,3 : 関東地方,1
69,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,21,1 : 男性,3 : 関東地方,1
70,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,22,2 : 女性,9 : 海外,0
71,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,21,1 : 男性,3 : 関東地方,1
72,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
73,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,5 : 近畿地方,0
74,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,1 : 北海道地方,0
75,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,21,1 : 男性,8 : 九州地方(沖縄含む),0
76,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,5 : 近畿地方,1
77,3 : １年以上前,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,21,1 : 男性,3 : 関東地方,1
78,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,21,1 : 男性,4 : 中部地方,0
79,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,1 : きのこの山を買う,21,1 : 男性,3 : 関東地方,1
80,4 : 食べたことがない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,4 : 中部地方,0
81,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,21,1 : 男性,6 : 中国地方,0
82,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,20,2 : 女性,7 : 四国地方,0
83,3 : １年以上前,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
84,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,21,1 : 男性,3 : 関東地方,1
85,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,1
86,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,2 : 女性,3 : 関東地方,1
87,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
88,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,0
89,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,5 : 近畿地方,0
90,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,22,2 : 女性,3 : 関東地方,1
91,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
92,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,2 : 女性,3 : 関東地方,1
93,4 : 食べたことがない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,21,2 : 女性,3 : 関東地方,1
94,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,21,1 : 男性,5 : 近畿地方,0
95,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,2 : 女性,3 : 関東地方,0
96,1 : 過去半年以内,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,2 : たけのこの里を買う,3 : どちらも買わない,21,1 : 男性,3 : 関東地方,1
97,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,21,2 : 女性,9 : 海外,0
98,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,1
99,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,3 : 関東地方,1
100,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,4 : 中部地方,1
101,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
102,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,21,1 : 男性,3 : 関東地方,1
103,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
104,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,1
105,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,0
106,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,20,1 : 男性,5 : 近畿地方,0
107,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,2 : 女性,9 : 海外,0
108,3 : １年以上前,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,3 : 関東地方,1
109,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,20,1 : 男性,8 : 九州地方(沖縄含む),0
110,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
111,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,19,2 : 女性,4 : 中部地方,0
112,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,6 : 中国地方,0
113,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,0
114,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
115,1 : 過去半年以内,3 : どちらも買わない,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
116,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
117,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,1 : きのこの山を買う,1 : きのこの山を買う,21,2 : 女性,8 : 九州地方(沖縄含む),0
118,2 : 過去半年から１年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
119,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
120,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
121,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,3 : 関東地方,1
122,2 : 過去半年から１年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,1 : 男性,4 : 中部地方,1
123,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
124,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
125,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,2 : 女性,5 : 近畿地方,0
126,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,20,1 : 男性,3 : 関東地方,0
127,2 : 過去半年から１年以内,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,2 : 東北地方,0
128,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
129,2 : 過去半年から１年以内,3 : どちらも買わない,1 : きのこの山を買う,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,20,2 : 女性,6 : 中国地方,0
130,3 : １年以上前,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
131,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,2 : 女性,3 : 関東地方,1
132,1 : 過去半年以内,2 : たけのこの里を買う,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,3 : 関東地方,1
133,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
134,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,20,2 : 女性,2 : 東北地方,0
135,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
136,4 : 食べたことがない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
137,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
138,3 : １年以上前,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,4 : 中部地方,0
139,1 : 過去半年以内,3 : どちらも買わない,3 : どちらも買わない,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
140,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,19,1 : 男性,3 : 関東地方,1
141,3 : １年以上前,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,8 : 九州地方(沖縄含む),0
142,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,1
143,1 : 過去半年以内,1 : きのこの山を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,7 : 四国地方,0
144,3 : １年以上前,3 : どちらも買わない,1 : きのこの山を買う,2 : たけのこの里を買う,3 : どちらも買わない,3 : どちらも買わない,20,1 : 男性,3 : 関東地方,1
145,2 : 過去半年から１年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,2 : 東北地方,1
146,1 : 過去半年以内,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,19,1 : 男性,3 : 関東地方,0
147,1 : 過去半年以内,2 : たけのこの里を買う,1 : きのこの山を買う,2 : たけのこの里を買う,2 : たけのこの里を買う,1 : きのこの山を買う,19,1 : 男性,3 : 関東地方,1
